dimension,toy_a,toy_b,winner,timestamp
generativity,jurassic-world-figures,kids-drum-set,tie,2025-12-26T23:25:59.126Z
generativity,jurassic-world-figures,kids-guitar,tie,2025-12-26T23:25:59.774Z
generativity,jurassic-world-figures,kids-telescope,jurassic-world-figures,2025-12-26T23:26:00.476Z
generativity,jurassic-world-figures,knex,knex,2025-12-26T23:26:01.149Z
generativity,jurassic-world-figures,lite-brite-touch,jurassic-world-figures,2025-12-26T23:26:02.094Z
developmental_longevity,baby-rattle,barbie,barbie,2025-12-26T23:26:06.877Z
developmental_longevity,baby-rattle,baseball-tee-set,baseball-tee-set,2025-12-26T23:26:07.544Z
developmental_longevity,baby-rattle,botley,botley,2025-12-26T23:26:08.220Z
developmental_longevity,baby-rattle,bowling-set,bowling-set,2025-12-26T23:26:08.896Z
developmental_longevity,baby-rattle,bruder-construction-truck,bruder-construction-truck,2025-12-26T23:26:09.578Z
developmental_longevity,baby-walker,bug-vacuum-explorer-kit,bug-vacuum-explorer-kit,2025-12-26T23:26:10.290Z
developmental_longevity,baby-walker,building-gears,building-gears,2025-12-26T23:26:11.104Z
developmental_longevity,baby-walker,candy-land,candy-land,2025-12-26T23:26:12.173Z
developmental_longevity,baby-walker,catan-junior,catan-junior,2025-12-26T23:26:12.920Z
developmental_longevity,baby-walker,chess-for-kids,chess-for-kids,2025-12-26T23:26:13.605Z
generativity,littlest-pet-shop,manhattan-toy-winkel,littlest-pet-shop,2025-12-26T23:26:20.776Z
generativity,littlest-pet-shop,marvel-legends,tie,2025-12-26T23:26:21.434Z
generativity,littlest-pet-shop,memory-match,littlest-pet-shop,2025-12-26T23:26:22.371Z
generativity,littlest-pet-shop,oball-classic,littlest-pet-shop,2025-12-26T23:26:23.048Z
generativity,littlest-pet-shop,paw-patrol,tie,2025-12-26T23:26:23.692Z
generativity,pj-masks-figures,play-doh,play-doh,2025-12-26T23:26:24.351Z
generativity,pj-masks-figures,playmobil-airport,playmobil-airport,2025-12-26T23:26:25.023Z
generativity,pj-masks-figures,playmobil-castle,playmobil-castle,2025-12-26T23:26:25.683Z
generativity,pj-masks-figures,push-toy,pj-masks-figures,2025-12-26T23:26:26.347Z
generativity,pj-masks-figures,radio-flyer-ride-on,pj-masks-figures,2025-12-26T23:26:27.280Z
sensory_engagement,crayons,crystal-growing-kit,crayons,2025-12-26T23:26:35.750Z
sensory_engagement,crayons,cuisenaire-rods,cuisenaire-rods,2025-12-26T23:26:36.384Z
sensory_engagement,crayons,doctor-kit,crayons,2025-12-26T23:26:37.266Z
sensory_engagement,crayons,dolls,tie,2025-12-26T23:26:37.902Z
sensory_engagement,crayons,dominoes,crayons,2025-12-26T23:26:38.551Z
sensory_engagement,dowling-magnets-magnet-set,duplo,dowling-magnets-magnet-set,2025-12-26T23:26:39.201Z
sensory_engagement,dowling-magnets-magnet-set,fidget-spinner,dowling-magnets-magnet-set,2025-12-26T23:26:39.838Z
sensory_engagement,dowling-magnets-magnet-set,fisher-price-imaginext,dowling-magnets-magnet-set,2025-12-26T23:26:40.463Z
sensory_engagement,dowling-magnets-magnet-set,flash-cards,dowling-magnets-magnet-set,2025-12-26T23:26:41.101Z
sensory_engagement,dowling-magnets-magnet-set,frisbee,dowling-magnets-magnet-set,2025-12-26T23:26:42.032Z
developmental_longevity,chew-necklace,connect-four,connect-four,2025-12-26T23:26:52.444Z
developmental_longevity,chew-necklace,cozy-coupe,chew-necklace,2025-12-26T23:26:53.096Z
developmental_longevity,chew-necklace,crayola-art-case,crayola-art-case,2025-12-26T23:26:53.762Z
developmental_longevity,chew-necklace,croquet-set,croquet-set,2025-12-26T23:26:54.528Z
developmental_longevity,chew-necklace,crystal-growing-kit,chew-necklace,2025-12-26T23:26:55.222Z
developmental_longevity,chutes-and-ladders,dollhouse,dollhouse,2025-12-26T23:26:55.902Z
developmental_longevity,chutes-and-ladders,dolls,dolls,2025-12-26T23:26:56.816Z
developmental_longevity,chutes-and-ladders,dominoes,dominoes,2025-12-26T23:26:57.516Z
sensory_engagement,dress-up-clothes,etch-a-sketch,dress-up-clothes,2025-12-26T23:26:57.940Z
developmental_longevity,chutes-and-ladders,dowling-magnets-magnet-set,dowling-magnets-magnet-set,2025-12-26T23:26:58.223Z
sensory_engagement,dress-up-clothes,farm-animals,dress-up-clothes,2025-12-26T23:26:58.575Z
developmental_longevity,chutes-and-ladders,dress-up-clothes,dress-up-clothes,2025-12-26T23:26:58.953Z
sensory_engagement,dress-up-clothes,fat-brain-air-toobz,dress-up-clothes,2025-12-26T23:26:59.231Z
sensory_engagement,dress-up-clothes,gravitrax,dress-up-clothes,2025-12-26T23:26:59.859Z
sensory_engagement,dress-up-clothes,gravity-maze,dress-up-clothes,2025-12-26T23:27:00.508Z
sensory_engagement,guess-who,indestructibles-books,indestructibles-books,2025-12-26T23:27:01.124Z
sensory_engagement,guess-who,jellycat,jellycat,2025-12-26T23:27:01.885Z
sensory_engagement,guess-who,jump-rope,jump-rope,2025-12-26T23:27:02.520Z
sensory_engagement,guess-who,jurassic-world-figures,jurassic-world-figures,2025-12-26T23:27:03.142Z
sensory_engagement,guess-who,kid-trax-dodge-viper,kid-trax-dodge-viper,2025-12-26T23:27:03.776Z
generativity,ravensburger-puzzle,rubiks-cube,rubiks-cube,2025-12-26T23:27:21.127Z
sensory_engagement,interactive-globe,kids-drum-set,kids-drum-set,2025-12-26T23:27:21.127Z
sensory_engagement,interactive-globe,kids-microscope,kids-microscope,2025-12-26T23:27:21.944Z
generativity,ravensburger-puzzle,sandbox,sandbox,2025-12-26T23:27:22.192Z
sensory_engagement,interactive-globe,kids-telescope,kids-telescope,2025-12-26T23:27:22.865Z
generativity,ravensburger-puzzle,sarahs-silks,sarahs-silks,2025-12-26T23:27:22.913Z
sensory_engagement,interactive-globe,knex,knex,2025-12-26T23:27:23.567Z
generativity,ravensburger-puzzle,schleich-dinosaurs,schleich-dinosaurs,2025-12-26T23:27:23.618Z
sensory_engagement,interactive-globe,leapfrog-letter-factory,tie,2025-12-26T23:27:24.268Z
generativity,ravensburger-puzzle,schleich-horses,schleich-horses,2025-12-26T23:27:24.317Z
sensory_engagement,lego-city-vehicles,lego-classic,tie,2025-12-26T23:27:24.968Z
generativity,science-kit,scribble-scrubbie,tie,2025-12-26T23:27:25.023Z
sensory_engagement,lego-city-vehicles,lincoln-logs,lincoln-logs,2025-12-26T23:27:25.661Z
generativity,science-kit,snap-circuits,snap-circuits,2025-12-26T23:27:25.711Z
sensory_engagement,lego-city-vehicles,lite-brite-touch,lego-city-vehicles,2025-12-26T23:27:26.361Z
generativity,science-kit,spirograph,tie,2025-12-26T23:27:26.410Z
sensory_engagement,lego-city-vehicles,little-tikes-cozy-coupe,little-tikes-cozy-coupe,2025-12-26T23:27:27.232Z
generativity,science-kit,stacking-cups,science-kit,2025-12-26T23:27:27.291Z
sensory_engagement,lego-city-vehicles,littlest-pet-shop,lego-city-vehicles,2025-12-26T23:27:27.944Z
generativity,science-kit,stacking-rings,science-kit,2025-12-26T23:27:27.994Z
sensory_engagement,manhattan-toy-winkel,mbot,manhattan-toy-winkel,2025-12-26T23:27:44.452Z
sensory_engagement,manhattan-toy-winkel,music-activity-table,manhattan-toy-winkel,2025-12-26T23:27:45.121Z
sensory_engagement,manhattan-toy-winkel,needoh,tie,2025-12-26T23:27:46.106Z
generativity,sequence-for-kids,step2-roller-coaster,sequence-for-kids,2025-12-26T23:27:46.155Z
sensory_engagement,manhattan-toy-winkel,number-puzzles,manhattan-toy-winkel,2025-12-26T23:27:46.796Z
generativity,sequence-for-kids,tambourine,tambourine,2025-12-26T23:27:46.846Z
sensory_engagement,manhattan-toy-winkel,oball-classic,manhattan-toy-winkel,2025-12-26T23:27:47.483Z
generativity,sequence-for-kids,tangle-fidget,tie,2025-12-26T23:27:47.535Z
sensory_engagement,marvel-legends,matchbox-car-garage,matchbox-car-garage,2025-12-26T23:27:48.210Z
generativity,sequence-for-kids,teenage-mutant-ninja-turtles,teenage-mutant-ninja-turtles,2025-12-26T23:27:48.262Z
sensory_engagement,marvel-legends,meccano,meccano,2025-12-26T23:27:48.928Z
generativity,sequence-for-kids,tennis-racket-set,sequence-for-kids,2025-12-26T23:27:48.978Z
sensory_engagement,marvel-legends,memory-match,marvel-legends,2025-12-26T23:27:49.630Z
generativity,thinkfun-code-master,tool-bench,tool-bench,2025-12-26T23:27:49.681Z
sensory_engagement,marvel-legends,operation,tie,2025-12-26T23:27:50.609Z
generativity,thinkfun-code-master,toy-fire-truck,thinkfun-code-master,2025-12-26T23:27:50.610Z
sensory_engagement,marvel-legends,osmo-genius-kit,tie,2025-12-26T23:27:51.327Z
generativity,thinkfun-code-master,toy-parking-garage,tie,2025-12-26T23:27:51.387Z
developmental_longevity,cubetto-coding-robot,drum,drum,2025-12-26T23:27:51.777Z
generativity,thinkfun-code-master,trampoline,thinkfun-code-master,2025-12-26T23:27:52.076Z
developmental_longevity,cubetto-coding-robot,fat-brain-air-toobz,fat-brain-air-toobz,2025-12-26T23:27:52.503Z
generativity,thinkfun-code-master,trouble,thinkfun-code-master,2025-12-26T23:27:52.879Z
developmental_longevity,cubetto-coding-robot,fidget-poppers,cubetto-coding-robot,2025-12-26T23:27:53.251Z
developmental_longevity,cubetto-coding-robot,finger-paint,cubetto-coding-robot,2025-12-26T23:27:53.941Z
developmental_longevity,cubetto-coding-robot,fisher-price-imaginext,fisher-price-imaginext,2025-12-26T23:27:54.644Z
developmental_longevity,fisher-price-laugh-learn,flash-cards,flash-cards,2025-12-26T23:27:55.575Z
developmental_longevity,fisher-price-laugh-learn,frisbee,frisbee,2025-12-26T23:27:56.265Z
developmental_longevity,fisher-price-laugh-learn,guess-who,guess-who,2025-12-26T23:27:56.949Z
developmental_longevity,fisher-price-laugh-learn,hape-quadrilla,hape-quadrilla,2025-12-26T23:27:57.703Z
developmental_longevity,fisher-price-laugh-learn,hot-wheels,hot-wheels,2025-12-26T23:27:58.394Z
generativity,uncle-milton-ant-farm,wagon,wagon,2025-12-26T23:28:09.951Z
generativity,uncle-milton-ant-farm,water-table,water-table,2025-12-26T23:28:10.600Z
generativity,uncle-milton-ant-farm,weighted-lap-animal,tie,2025-12-26T23:28:11.554Z
generativity,uncle-milton-ant-farm,wooden-blocks,wooden-blocks,2025-12-26T23:28:12.217Z
generativity,uncle-milton-ant-farm,wwe-figures,wwe-figures,2025-12-26T23:28:12.869Z
generativity,yoto-player,zingo,yoto-player,2025-12-26T23:28:13.550Z
generativity,building-gears,xylophone,building-gears,2025-12-26T23:28:14.231Z
generativity,building-gears,yoto-player,building-gears,2025-12-26T23:28:15.008Z
generativity,building-gears,zingo,building-gears,2025-12-26T23:28:15.714Z
generativity,building-gears,chew-necklace,building-gears,2025-12-26T23:28:16.687Z
developmental_longevity,hula-hoop,jenga,tie,2025-12-26T23:28:31.949Z
developmental_longevity,hula-hoop,jump-rope,tie,2025-12-26T23:28:32.707Z
developmental_longevity,hula-hoop,kid-trax-dodge-viper,hula-hoop,2025-12-26T23:28:33.708Z
generativity,climbing-dome,crayola-art-case,crayola-art-case,2025-12-26T23:28:34.072Z
developmental_longevity,hula-hoop,kids-drum-set,kids-drum-set,2025-12-26T23:28:34.380Z
generativity,climbing-dome,cuisenaire-rods,cuisenaire-rods,2025-12-26T23:28:34.727Z
developmental_longevity,hula-hoop,kids-keyboard,kids-keyboard,2025-12-26T23:28:35.082Z
generativity,climbing-dome,dominoes,dominoes,2025-12-26T23:28:35.436Z
developmental_longevity,indestructibles-books,kids-microscope,kids-microscope,2025-12-26T23:28:35.796Z
generativity,climbing-dome,drum,drum,2025-12-26T23:28:36.136Z
developmental_longevity,indestructibles-books,kinetic-sand,kinetic-sand,2025-12-26T23:28:36.546Z
generativity,climbing-dome,etch-a-sketch,etch-a-sketch,2025-12-26T23:28:36.827Z
developmental_longevity,indestructibles-books,leapfrog-letter-factory,leapfrog-letter-factory,2025-12-26T23:28:37.250Z
generativity,dinosaurs,fidget-spinner,dinosaurs,2025-12-26T23:28:37.535Z
developmental_longevity,indestructibles-books,leapfrog-scoop-and-learn,tie,2025-12-26T23:28:38.246Z
generativity,dinosaurs,fisher-price-imaginext,fisher-price-imaginext,2025-12-26T23:28:38.562Z
developmental_longevity,indestructibles-books,lego-city-vehicles,lego-city-vehicles,2025-12-26T23:28:38.946Z
generativity,dinosaurs,fisher-price-laugh-learn,dinosaurs,2025-12-26T23:28:39.249Z
generativity,dinosaurs,foosball-table,dinosaurs,2025-12-26T23:28:39.939Z
generativity,dinosaurs,gravitrax,gravitrax,2025-12-26T23:28:40.606Z
sensory_engagement,paw-patrol,pj-masks-figures,tie,2025-12-26T23:29:29.105Z
sensory_engagement,paw-patrol,play-kitchen,play-kitchen,2025-12-26T23:29:29.799Z
sensory_engagement,paw-patrol,playmobil-zoo,tie,2025-12-26T23:29:30.670Z
sensory_engagement,paw-patrol,pokemon-figures,tie,2025-12-26T23:29:31.301Z
sensory_engagement,paw-patrol,pound-tap-bench,pound-tap-bench,2025-12-26T23:29:31.959Z
sensory_engagement,play-doh,power-wheels,play-doh,2025-12-26T23:29:32.578Z
sensory_engagement,play-doh,radio-flyer-ride-on,play-doh,2025-12-26T23:29:33.222Z
sensory_engagement,play-doh,rainbow-stacker,tie,2025-12-26T23:29:33.865Z
sensory_engagement,play-doh,ravensburger-puzzle,play-doh,2025-12-26T23:29:34.548Z
sensory_engagement,play-doh,rc-monster-truck,play-doh,2025-12-26T23:29:35.549Z
sensory_engagement,recorder,rush-hour,recorder,2025-12-26T23:29:36.198Z
sensory_engagement,recorder,scribble-scrubbie,recorder,2025-12-26T23:29:36.849Z
sensory_engagement,recorder,sequence-for-kids,recorder,2025-12-26T23:29:37.492Z
sensory_engagement,recorder,shape-sorter,shape-sorter,2025-12-26T23:29:38.202Z
sensory_engagement,recorder,snap-circuits,recorder,2025-12-26T23:29:38.880Z
sensory_engagement,rock-collection,sarahs-silks,sarahs-silks,2025-12-26T23:29:39.551Z
sensory_engagement,rock-collection,schleich-dinosaurs,rock-collection,2025-12-26T23:29:40.509Z
sensory_engagement,rock-collection,schleich-farm-tractor,rock-collection,2025-12-26T23:29:41.154Z
sensory_engagement,rock-collection,sorry,rock-collection,2025-12-26T23:29:41.897Z
productive_challenge,foosball-table,gravitrax,gravitrax,2025-12-26T23:29:41.948Z
sensory_engagement,rock-collection,spirograph,rock-collection,2025-12-26T23:29:42.604Z
productive_challenge,foosball-table,gravity-maze,gravity-maze,2025-12-26T23:29:42.651Z
productive_challenge,foosball-table,hula-hoop,foosball-table,2025-12-26T23:29:43.320Z
productive_challenge,foosball-table,indestructibles-books,foosball-table,2025-12-26T23:29:43.976Z
productive_challenge,foosball-table,infinity-cube,foosball-table,2025-12-26T23:29:44.831Z
productive_challenge,jellycat,jenga,jenga,2025-12-26T23:29:45.803Z
productive_challenge,jellycat,jump-rope,jump-rope,2025-12-26T23:29:46.488Z
developmental_longevity,jurassic-world-figures,lincoln-logs,lincoln-logs,2025-12-26T23:29:47.297Z
productive_challenge,jellycat,jurassic-world-figures,jurassic-world-figures,2025-12-26T23:29:47.305Z
developmental_longevity,jurassic-world-figures,lite-brite-touch,lite-brite-touch,2025-12-26T23:29:48.018Z
productive_challenge,jellycat,kids-drum-set,kids-drum-set,2025-12-26T23:29:48.068Z
developmental_longevity,jurassic-world-figures,little-tikes-cozy-coupe,jurassic-world-figures,2025-12-26T23:29:48.787Z
productive_challenge,jellycat,kids-golf-set,kids-golf-set,2025-12-26T23:29:48.837Z
developmental_longevity,jurassic-world-figures,magnet-foam-blocks,jurassic-world-figures,2025-12-26T23:29:49.471Z
developmental_longevity,jurassic-world-figures,magnetic-tiles,magnetic-tiles,2025-12-26T23:29:50.714Z
developmental_longevity,maracas,matchbox-car-garage,matchbox-car-garage,2025-12-26T23:29:51.407Z
developmental_longevity,maracas,meccano,meccano,2025-12-26T23:29:52.077Z
developmental_longevity,maracas,memory-match,memory-match,2025-12-26T23:29:52.817Z
developmental_longevity,maracas,music-activity-table,maracas,2025-12-26T23:29:53.526Z
developmental_longevity,maracas,needoh,maracas,2025-12-26T23:29:54.264Z
productive_challenge,kids-hockey-stick,kids-keyboard,kids-keyboard,2025-12-26T23:30:08.624Z
productive_challenge,kids-hockey-stick,kids-telescope,kids-hockey-stick,2025-12-26T23:30:09.295Z
productive_challenge,kids-hockey-stick,kinetic-sand,kids-hockey-stick,2025-12-26T23:30:10.244Z
productive_challenge,kids-hockey-stick,labyrinth,labyrinth,2025-12-26T23:30:10.950Z
productive_challenge,kids-hockey-stick,leapfrog-letter-factory,kids-hockey-stick,2025-12-26T23:30:11.612Z
productive_challenge,lego-city-vehicles,lincoln-logs,lego-city-vehicles,2025-12-26T23:30:12.269Z
productive_challenge,lego-city-vehicles,little-tikes-cozy-coupe,lego-city-vehicles,2025-12-26T23:30:12.947Z
productive_challenge,lego-city-vehicles,magnet-foam-blocks,lego-city-vehicles,2025-12-26T23:30:13.607Z
productive_challenge,lego-city-vehicles,magnetic-tiles,tie,2025-12-26T23:30:14.283Z
productive_challenge,lego-city-vehicles,makedo-cardboard-tools,makedo-cardboard-tools,2025-12-26T23:30:15.129Z
sensory_engagement,spot-it,tambourine,tambourine,2025-12-26T23:30:15.926Z
sensory_engagement,spot-it,teenage-mutant-ninja-turtles,tie,2025-12-26T23:30:16.552Z
developmental_longevity,modeling-clay,number-puzzles,modeling-clay,2025-12-26T23:30:16.963Z
sensory_engagement,spot-it,thinkfun-code-master,tie,2025-12-26T23:30:17.243Z
developmental_longevity,modeling-clay,oball-classic,modeling-clay,2025-12-26T23:30:17.601Z
sensory_engagement,spot-it,thinking-putty,thinking-putty,2025-12-26T23:30:17.881Z
developmental_longevity,modeling-clay,operation,modeling-clay,2025-12-26T23:30:18.270Z
sensory_engagement,spot-it,thomas-trackmaster,thomas-trackmaster,2025-12-26T23:30:18.542Z
developmental_longevity,modeling-clay,osmo-genius-kit,modeling-clay,2025-12-26T23:30:18.980Z
sensory_engagement,stacking-rings,ticket-to-ride-first-journey,stacking-rings,2025-12-26T23:30:19.274Z
developmental_longevity,modeling-clay,pj-masks-figures,modeling-clay,2025-12-26T23:30:19.698Z
sensory_engagement,stacking-rings,tool-bench,tool-bench,2025-12-26T23:30:20.206Z
developmental_longevity,play-doh,playmobil-castle,tie,2025-12-26T23:30:20.850Z
sensory_engagement,stacking-rings,toy-fire-truck,stacking-rings,2025-12-26T23:30:20.901Z
sensory_engagement,stacking-rings,toy-parking-garage,stacking-rings,2025-12-26T23:30:21.609Z
developmental_longevity,play-doh,power-wheels,play-doh,2025-12-26T23:30:21.660Z
sensory_engagement,stacking-rings,trampoline,trampoline,2025-12-26T23:30:22.326Z
developmental_longevity,play-doh,radio-flyer-ride-on,play-doh,2025-12-26T23:30:22.378Z
sensory_engagement,step2-roller-coaster,strider-balance-bike,tie,2025-12-26T23:30:23.020Z
developmental_longevity,play-doh,rainbow-stacker,tie,2025-12-26T23:30:23.070Z
sensory_engagement,step2-roller-coaster,swing-set,swing-set,2025-12-26T23:30:23.716Z
developmental_longevity,play-doh,ravensburger-puzzle,tie,2025-12-26T23:30:23.774Z
sensory_engagement,step2-roller-coaster,trouble,step2-roller-coaster,2025-12-26T23:30:24.358Z
sensory_engagement,step2-roller-coaster,ukulele,ukulele,2025-12-26T23:30:25.199Z
sensory_engagement,step2-roller-coaster,uncle-milton-ant-farm,step2-roller-coaster,2025-12-26T23:30:25.819Z
sensory_engagement,wagon,weather-station,wagon,2025-12-26T23:30:26.441Z
sensory_engagement,wagon,weighted-blanket,weighted-blanket,2025-12-26T23:30:27.049Z
